"Team","Avg_PTS","Avg_AST","Avg_REB","Avg_STL","Avg_BLK","Avg_TOV","Avg_PF","DefenseScore"
"GSW",15.8863636363636,4.67727272727273,7.16363636363636,1.90454545454545,0.718181818181818,1.64545454545455,3.82727272727273,2.62272727272727
"HOU",16.0764705882353,2.84705882352941,7.51764705882353,1.17058823529412,1.00588235294118,1.92352941176471,3.27647058823529,2.17647058823529
"MIL",14.4954545454545,3.65,6.93181818181818,1.49090909090909,0.654545454545455,2.55454545454545,2.73636363636364,2.14545454545455
"OKC",15.9473684210526,3.08421052631579,7.6,1.31578947368421,0.821052631578947,1.44210526315789,3.28947368421053,2.13684210526316
"ORL",14.1588235294118,3.90588235294118,6.07647058823529,1.28235294117647,0.847058823529412,1.85882352941176,2.93529411764706,2.12941176470588
